2026-05-01T13:30:00.156504Z INFO  [http-nio-8080-exec-11] req_id=req_972227 user=usr_50916 /v1/cart status=200 latency=74ms
2026-05-01T13:30:02.230242Z INFO  [http-nio-8080-exec-8] req_id=req_699945 user=usr_69546 /v1/cart status=200 latency=128ms
2026-05-01T13:30:02.646688Z INFO  [http-nio-8080-exec-26] req_id=req_463430 user=usr_49562 /v1/cart status=200 latency=87ms
2026-05-01T13:30:03.684848Z INFO  [http-nio-8080-exec-11] req_id=req_274381 user=usr_65021 /v1/checkout status=200 latency=148ms
2026-05-01T13:30:04.852633Z INFO  [http-nio-8080-exec-31] req_id=req_756759 user=usr_28819 /v1/checkout status=200 latency=70ms
2026-05-01T13:30:04.898679Z INFO  [http-nio-8080-exec-32] req_id=req_483441 user=usr_18026 /v1/checkout status=200 latency=122ms
2026-05-01T13:30:08.076880Z INFO  [http-nio-8080-exec-1] req_id=req_431383 user=usr_38980 /v1/cart status=200 latency=89ms
2026-05-01T13:30:09.140716Z INFO  [http-nio-8080-exec-31] req_id=req_811337 user=usr_34272 /v1/cart status=200 latency=113ms
2026-05-01T13:30:09.704212Z INFO  [http-nio-8080-exec-20] req_id=req_662072 user=usr_84373 /v1/inventory status=200 latency=172ms
2026-05-01T13:30:12.304110Z INFO  [http-nio-8080-exec-11] req_id=req_218330 user=usr_70786 /health status=200 latency=140ms
2026-05-01T13:30:12.477380Z INFO  [http-nio-8080-exec-6] req_id=req_385080 user=usr_13015 /v1/cart status=200 latency=144ms
2026-05-01T13:30:12.887912Z INFO  [http-nio-8080-exec-31] req_id=req_496515 user=usr_42445 /health status=200 latency=87ms
2026-05-01T13:30:17.330708Z INFO  [http-nio-8080-exec-14] req_id=req_449490 user=usr_74396 /health status=200 latency=53ms
2026-05-01T13:30:19.290607Z INFO  [http-nio-8080-exec-22] req_id=req_460545 user=usr_26717 /v1/cart status=200 latency=72ms
2026-05-01T13:30:19.911786Z INFO  [http-nio-8080-exec-25] req_id=req_666866 user=usr_58701 /health status=200 latency=122ms
2026-05-01T13:30:19.927955Z INFO  [http-nio-8080-exec-25] req_id=req_309959 user=usr_62114 /v1/cart status=200 latency=82ms
2026-05-01T13:30:20.367628Z INFO  [http-nio-8080-exec-25] req_id=req_998827 user=usr_71159 /v1/checkout status=200 latency=94ms
2026-05-01T13:30:20.653336Z INFO  [http-nio-8080-exec-23] req_id=req_245523 user=usr_92443 /health status=200 latency=131ms
2026-05-01T13:30:21.567394Z INFO  [http-nio-8080-exec-15] req_id=req_375297 user=usr_55671 /v1/inventory status=200 latency=78ms
2026-05-01T13:30:21.976676Z INFO  [http-nio-8080-exec-4] req_id=req_566973 user=usr_79133 /v1/checkout status=200 latency=57ms
2026-05-01T13:30:24.000139Z INFO  [http-nio-8080-exec-7] req_id=req_555790 user=usr_89514 /v1/cart status=200 latency=172ms
2026-05-01T13:30:26.368149Z INFO  [http-nio-8080-exec-4] req_id=req_138748 user=usr_69777 /v1/checkout status=200 latency=64ms
2026-05-01T13:30:27.852092Z INFO  [http-nio-8080-exec-17] req_id=req_667709 user=usr_76207 /v1/checkout status=200 latency=124ms
2026-05-01T13:30:28.080972Z INFO  [http-nio-8080-exec-3] req_id=req_296190 user=usr_25590 /v1/inventory status=200 latency=80ms
2026-05-01T13:30:29.075459Z INFO  [http-nio-8080-exec-31] req_id=req_607927 user=usr_15862 /v1/cart status=200 latency=113ms
2026-05-01T13:30:33.566746Z INFO  [http-nio-8080-exec-21] req_id=req_468204 user=usr_55894 /health status=200 latency=108ms
2026-05-01T13:30:34.190706Z INFO  [http-nio-8080-exec-21] req_id=req_568046 user=usr_85977 /health status=200 latency=93ms
2026-05-01T13:30:36.540415Z INFO  [http-nio-8080-exec-15] req_id=req_351405 user=usr_80081 /v1/checkout status=200 latency=76ms
2026-05-01T13:30:37.653229Z INFO  [http-nio-8080-exec-17] req_id=req_912529 user=usr_23668 /v1/checkout status=200 latency=43ms
2026-05-01T13:30:41.254268Z INFO  [http-nio-8080-exec-1] req_id=req_208990 user=usr_73310 /v1/inventory status=200 latency=43ms
2026-05-01T13:30:41.557148Z INFO  [http-nio-8080-exec-9] req_id=req_423239 user=usr_60440 /health status=200 latency=154ms
2026-05-01T13:30:41.664674Z INFO  [http-nio-8080-exec-31] req_id=req_822569 user=usr_64469 /health status=200 latency=132ms
2026-05-01T13:30:42.967007Z INFO  [http-nio-8080-exec-30] req_id=req_422326 user=usr_87464 /health status=200 latency=108ms
2026-05-01T13:30:43.174500Z INFO  [http-nio-8080-exec-5] req_id=req_549415 user=usr_35511 /v1/checkout status=200 latency=116ms
2026-05-01T13:30:44.101151Z INFO  [http-nio-8080-exec-12] req_id=req_122446 user=usr_78770 /v1/checkout status=200 latency=166ms
2026-05-01T13:30:44.320592Z INFO  [http-nio-8080-exec-3] req_id=req_982552 user=usr_13015 /v1/inventory status=200 latency=105ms
2026-05-01T13:30:46.859132Z INFO  [http-nio-8080-exec-30] req_id=req_361297 user=usr_93880 /health status=200 latency=128ms
2026-05-01T13:30:49.286818Z INFO  [http-nio-8080-exec-27] req_id=req_327184 user=usr_60995 /v1/inventory status=200 latency=79ms
2026-05-01T13:30:49.693982Z INFO  [http-nio-8080-exec-2] req_id=req_184235 user=usr_68055 /v1/checkout status=200 latency=156ms
2026-05-01T13:30:59.667486Z INFO  [http-nio-8080-exec-2] req_id=req_836312 user=usr_64521 /v1/inventory status=200 latency=147ms
2026-05-01T13:31:00.348521Z INFO  [http-nio-8080-exec-29] req_id=req_831000 user=usr_14273 /v1/checkout status=200 latency=136ms
2026-05-01T13:31:05.428050Z INFO  [http-nio-8080-exec-16] req_id=req_572930 user=usr_62746 /v1/checkout status=200 latency=172ms
2026-05-01T13:31:06.266878Z INFO  [http-nio-8080-exec-13] req_id=req_660796 user=usr_89514 /health status=200 latency=70ms
2026-05-01T13:31:08.027860Z INFO  [http-nio-8080-exec-7] req_id=req_587243 user=usr_74397 /v1/checkout status=200 latency=92ms
2026-05-01T13:31:09.315025Z INFO  [http-nio-8080-exec-27] req_id=req_701297 user=usr_93706 /v1/checkout status=200 latency=97ms
2026-05-01T13:31:11.457153Z INFO  [http-nio-8080-exec-30] req_id=req_988296 user=usr_99585 /v1/cart status=200 latency=59ms
2026-05-01T13:31:11.622939Z INFO  [http-nio-8080-exec-2] req_id=req_488507 user=usr_54930 /v1/checkout status=200 latency=147ms
2026-05-01T13:31:14.959569Z INFO  [http-nio-8080-exec-23] req_id=req_242849 user=usr_32123 /v1/inventory status=200 latency=170ms
2026-05-01T13:31:15.386121Z INFO  [http-nio-8080-exec-5] req_id=req_146631 user=usr_48249 /v1/checkout status=200 latency=174ms
2026-05-01T13:31:16.764536Z INFO  [http-nio-8080-exec-7] req_id=req_797482 user=usr_69543 /v1/cart status=200 latency=174ms
2026-05-01T13:31:17.574863Z INFO  [http-nio-8080-exec-21] req_id=req_270460 user=usr_35511 /v1/checkout status=200 latency=146ms
2026-05-01T13:31:19.113312Z INFO  [http-nio-8080-exec-9] req_id=req_758733 user=usr_21414 /health status=200 latency=55ms
2026-05-01T13:31:19.155285Z INFO  [http-nio-8080-exec-25] req_id=req_287841 user=usr_19527 /health status=200 latency=66ms
2026-05-01T13:31:20.604270Z INFO  [http-nio-8080-exec-22] req_id=req_989727 user=usr_27102 /v1/inventory status=200 latency=107ms
2026-05-01T13:31:21.605385Z INFO  [http-nio-8080-exec-18] req_id=req_625298 user=usr_22982 /health status=200 latency=138ms
2026-05-01T13:31:23.457740Z INFO  [http-nio-8080-exec-31] req_id=req_944285 user=usr_44347 /v1/checkout status=200 latency=174ms
2026-05-01T13:31:25.643954Z INFO  [http-nio-8080-exec-5] req_id=req_647959 user=usr_47506 /v1/inventory status=200 latency=67ms
2026-05-01T13:31:27.564361Z INFO  [http-nio-8080-exec-4] req_id=req_665881 user=usr_16699 /v1/inventory status=200 latency=120ms
2026-05-01T13:31:28.378490Z INFO  [http-nio-8080-exec-4] req_id=req_284289 user=usr_96442 /v1/cart status=200 latency=53ms
2026-05-01T13:31:28.617200Z INFO  [http-nio-8080-exec-20] req_id=req_634931 user=usr_26717 /v1/cart status=200 latency=142ms
2026-05-01T13:31:28.797736Z INFO  [http-nio-8080-exec-27] req_id=req_185454 user=usr_95737 /v1/cart status=200 latency=169ms
2026-05-01T13:31:34.891273Z INFO  [http-nio-8080-exec-16] req_id=req_902080 user=usr_40831 /v1/inventory status=200 latency=83ms
2026-05-01T13:31:35.097913Z INFO  [http-nio-8080-exec-1] req_id=req_400568 user=usr_99585 /v1/inventory status=200 latency=156ms
2026-05-01T13:31:38.696287Z INFO  [http-nio-8080-exec-21] req_id=req_691237 user=usr_93519 /v1/inventory status=200 latency=129ms
2026-05-01T13:31:43.538040Z INFO  [http-nio-8080-exec-2] req_id=req_436892 user=usr_15862 /health status=200 latency=49ms
